SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,Module_Color,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared.name,Stress,TopologicalCoefficient,SNP
303951,5.01147776,0,0.19954194,0,1,10,false,0,uniprotkb:Q96KS0,19,1,0,0,0.73256815,false,0,uniprotkb:Q96KS0,0,0,No
303952,5.01147776,0,0.19954194,0,1,10,false,0,uniprotkb:Q9H6Z9,19,1,0,0,0.73256815,false,0,uniprotkb:Q9H6Z9,0,0,No
303953,3.58106169,0.0390559174066635,0.27924679,0.00147362,123,8,false,0,uniprotkb:P31947,3.31623932,122,0,3,0.82792922,false,1,uniprotkb:P31947,9188244,0.01172633,No
303954,4.71544715,0.000914953737848098,0.21206897,0.16666667,7,10,false,0,uniprotkb:O00401,3.5,7,0,1,0.75230352,false,0,uniprotkb:O00401,255526,0.3,No
303955,5.56264945,4.66660641067099e-05,0.17977045,0.33333333,6,11,false,0,uniprotkb:Q99828,3,6,0,1,0.69582337,false,0,uniprotkb:Q99828,4860,0.44444444,No
303956,5.71520803,0,0.17497176,0,1,11,false,0,uniprotkb:O43516,4,1,0,0,0.6856528,false,0,uniprotkb:O43516,0,0,Yes
303957,5.3472023,0.000111356477699013,0.18701368,0.33333333,3,10,false,15,uniprotkb:P17301,11.66666667,3,0,0,0.71018651,false,0,uniprotkb:P17301,13958,0.35416667,No
303958,1,0,1,0,1,1,false,-1,uniprotkb:Q80T11,1,1,0,0,1,false,0,uniprotkb:Q80T11,0,0,No
303959,1,0,1,0,1,1,false,-1,uniprotkb:P97479,1,1,0,0,1,false,0,uniprotkb:P97479,0,0,No
303960,5.99186992,0,0.16689281,0,2,11,false,0,uniprotkb:P61793,3,2,0,1,0.66720867,false,0,uniprotkb:P61793,0,0,No
303961,4.99210904,0.000410982183282019,0.20031614,0,5,10,false,0,uniprotkb:Q9NZN5,5,5,0,2,0.7338594,false,0,uniprotkb:Q9NZN5,54564,0.33333333,No
303962,3.44165471,0.00127751300597784,0.29055791,0.04761905,10,9,false,0,uniprotkb:Q9Y230,227.71428571,10,0,3,0.83722302,false,0,uniprotkb:Q9Y230,1215522,0.22453017,No
303963,4.27594452,1.0165551863294e-06,0.23386646,0,2,10,false,0,uniprotkb:Q96L91,14,2,0,0,0.7816037,false,0,uniprotkb:Q96L91,2090,0.52,No
303964,4.02175992,4.01137449863937e-05,0.24864736,0,2,9,false,0,uniprotkb:Q9H7Z6,90.5,2,0,0,0.79854934,false,0,uniprotkb:Q9H7Z6,22074,0.51142857,No
303965,5.5095648,0.00034791644979098,0.18150254,0.33333333,4,11,false,0,uniprotkb:Q9JLN9,3,4,0,1,0.69936235,false,0,uniprotkb:Q9JLN9,79916,0.53333333,No
303966,6.50932568,0,0.15362574,0,2,12,false,0,uniprotkb:Q9DCH4,3,2,0,1,0.63271162,false,0,uniprotkb:Q9DCH4,0,0,No
303967,4.71807747,0.00034791644979098,0.21195074,0,2,10,false,1,uniprotkb:Q6NZJ6,6,2,0,0,0.75212817,false,0,uniprotkb:Q6NZJ6,77028,0.5,No
303968,5.71783835,0,0.17489127,0,1,11,false,1,uniprotkb:P63073,2,1,0,0,0.68547744,false,0,uniprotkb:P63073,0,0,No
303969,4.71855571,0,0.21192926,0,1,10,false,1,uniprotkb:Q8BGD9,11,1,0,0,0.75209629,false,0,uniprotkb:Q8BGD9,0,0,No
303970,3.71879484,0.00196095273846967,0.26890432,0.09090909,13,9,false,1,uniprotkb:P55884,64.81818182,13,0,1,0.81874701,false,0,uniprotkb:P55884,591830,0.0985778,Yes
303971,4.71855571,0,0.21192926,0,1,10,false,1,uniprotkb:P18653,11,1,0,0,0.75209629,false,0,uniprotkb:P18653,0,0,No
303972,4.12099474,5.83037704281231e-05,0.24265986,0.1,8,9,false,1,uniprotkb:P04326,16.6,8,0,2,0.79193368,false,0,uniprotkb:P04326,11930,0.23529412,No
303973,3.59588714,0.000996333558609229,0.27809549,0.19444444,18,9,false,0,uniprotkb:O60563,98,18,0,3,0.82694086,false,0,uniprotkb:O60563,299164,0.12190397,No
303974,3.50669536,0.00413076663322551,0.28516877,0.11029412,39,9,false,1,uniprotkb:P50750,69.47058824,39,0,10,0.83288698,false,0,uniprotkb:P50750,759734,0.08887714,No
303975,3.77498804,0.000503725430992309,0.2649015,0.13333333,10,9,false,1,uniprotkb:P51531,110.33333333,10,0,3,0.8150008,false,0,uniprotkb:P51531,189208,0.17917346,No
303976,3.61429938,0.00928683065885401,0.2766788,0.02121212,68,9,false,0,uniprotkb:Q09472,10.48888889,68,0,15,0.82571337,false,0,uniprotkb:Q09472,2464656,0.03144654,Yes
303977,3.50741272,0.000750271674816912,0.28511044,0.26666667,7,9,false,1,uniprotkb:Q12824,233.5,7,0,1,0.83283915,false,0,uniprotkb:Q12824,303636,0.2421253,No
303978,4.37733142,2.25047242108901e-05,0.22844969,0,3,10,false,0,uniprotkb:Q9BPZ3,6,3,0,0,0.77484457,false,0,uniprotkb:Q9BPZ3,4220,0.35714286,No
303979,3.55882353,0.00173236659291457,0.28099174,0.09090909,20,9,false,0,uniprotkb:P11940,97.90909091,20,0,4,0.82941176,false,0,uniprotkb:P11940,806200,0.11557518,No
303980,4.07340985,0.000640471083778099,0.24549457,0,5,10,false,0,uniprotkb:O95071,85.2,5,0,0,0.79510601,false,0,uniprotkb:O95071,277976,0.21757106,No
303981,4.23218556,3.79512201000465e-05,0.23628454,0,2,9,false,0,uniprotkb:Q59EM9,16.5,2,0,0,0.78452096,false,0,uniprotkb:Q59EM9,3656,0.5,No
303982,4.65710187,0,0.21472582,0,2,10,false,0,uniprotkb:Q6ZNA4,20,2,0,1,0.75619321,false,0,uniprotkb:Q6ZNA4,0,0,No
303983,4.59636538,0.00347685663349159,0.21756321,0.2,12,10,false,0,uniprotkb:O15105,8.2,12,0,2,0.76024231,false,0,uniprotkb:O15105,372782,0.22285714,No
303984,4.13629842,0.00184205233681154,0.24176205,0,13,9,false,0,uniprotkb:O35625,34.14285714,13,0,6,0.79091344,false,0,uniprotkb:O35625,423322,0.14664981,No
303985,4.51984696,0.000131522557140399,0.22124643,0.2,10,10,false,0,uniprotkb:Q99ML9,8.4,10,0,3,0.76534354,false,0,uniprotkb:Q99ML9,28044,0.25806452,No
303986,4.55308465,1.36677996226108e-06,0.21963132,0,3,10,false,0,uniprotkb:Q8BUN5,13.5,3,0,1,0.76312769,false,0,uniprotkb:Q8BUN5,920,0.56818182,No
303987,5.1348637,2.85985086086276e-06,0.19474714,0,4,10,false,0,uniprotkb:O35253,6,4,0,2,0.72434242,false,0,uniprotkb:O35253,680,0.625,No
303988,3.38713534,0.0443289131241529,0.29523473,0.00246769,191,9,false,0,uniprotkb:O35182,4.98378378,191,0,4,0.84085764,false,0,uniprotkb:O35182,31532040,0.01033619,No
303989,4.53347681,0.000150658721021057,0.22058125,0.1,9,10,false,0,uniprotkb:O88566,4.8,9,0,3,0.76443488,false,0,uniprotkb:O88566,29108,0.24705882,No
303990,5.27116212,0.00426302100448664,0.18971149,0.07142857,9,11,false,0,uniprotkb:P62991,3.25,9,0,1,0.71525586,false,0,uniprotkb:P62991,656384,0.15277778,No
303991,4.6109517,0.000649177237360534,0.21687497,0,10,10,false,1,uniprotkb:Q12959,4.75,10,0,2,0.75926989,false,0,uniprotkb:Q12959,93462,0.25,Yes
303992,5.32137733,9.38299541388263e-05,0.18792127,0,2,10,false,15,uniprotkb:P78536,16,2,0,0,0.71190818,false,0,uniprotkb:P78536,10154,0.5,No
303993,4.32879005,0.000115495623660909,0.23101143,0.4,9,9,false,0,uniprotkb:Q9Y2X7,7.4,9,0,1,0.77808066,false,0,uniprotkb:Q9Y2X7,15928,0.25714286,No
303994,4.0011956,0.00348477139384967,0.2499253,0.09090909,16,9,false,0,uniprotkb:P49023,11.27272727,16,0,5,0.79992029,false,0,uniprotkb:P49023,373774,0.10751748,No
303995,4.5083692,2.18146324699199e-05,0.2218097,0.66666667,4,10,false,0,uniprotkb:Q14161,8.25,4,0,0,0.76610872,false,0,uniprotkb:Q14161,6120,0.33,No
303996,3.7625538,0.0029824347524112,0.26577693,0.10714286,14,9,false,0,uniprotkb:Q13153,77.25,14,0,2,0.81582975,false,0,uniprotkb:Q13153,1077522,0.12835008,No
303997,4.25801052,0.00113767737897137,0.23485146,0.13888889,21,10,false,0,uniprotkb:Q14155,7.55555556,21,0,3,0.7827993,false,0,uniprotkb:Q14155,227376,0.14739229,No
303998,3.71496891,0.0118078321233214,0.26918126,0.02105263,40,9,false,0,uniprotkb:P00519,20.35,40,0,10,0.81900207,false,0,uniprotkb:P00519,2876074,0.05253333,No
303999,4.47345768,0.00158240067540327,0.22354073,0,13,9,false,0,uniprotkb:Q05655,9,13,0,3,0.76843615,false,0,uniprotkb:Q05655,179370,0.16666667,No
304000,4.54399809,0.00169703216703271,0.22007052,0.1,7,9,false,0,uniprotkb:Q07817,9.2,6,0,0,0.76373346,false,1,uniprotkb:Q07817,247212,0.215,No
304001,1,0,1,0,1,1,false,-1,uniprotkb:Q3MKQ2,1,1,0,0,1,false,0,uniprotkb:Q3MKQ2,0,0,No
304002,1,0,1,0,1,1,false,-1,uniprotkb:P07174,1,1,0,0,1,false,0,uniprotkb:P07174,0,0,No
304003,4.13318986,0.000206423315200623,0.24194388,0.08333333,10,10,false,0,uniprotkb:P03255,13.55555556,10,0,1,0.79112068,false,0,uniprotkb:P03255,77006,0.1489899,No
304004,4.19846963,0.000985334153794256,0.23818203,0.11111111,14,9,false,0,uniprotkb:Q92830,9.7,14,0,3,0.78676869,false,0,uniprotkb:Q92830,157822,0.13239437,No
304005,4.04638929,0.00150591430147161,0.24713391,0.04444444,14,9,false,0,uniprotkb:P03255-2,12.9,14,0,3,0.79690738,false,0,uniprotkb:P03255-2,221098,0.12058824,No
304006,3.776901,0.000944558529196411,0.26476733,0.17857143,9,9,false,0,uniprotkb:Q9Y4A5,70.875,9,0,1,0.81487327,false,0,uniprotkb:Q9Y4A5,217626,0.12934982,No
304007,4.05356289,0.000396503384058067,0.24669655,0,14,9,false,0,uniprotkb:Q9NZC7,41,14,0,4,0.79642914,false,0,uniprotkb:Q9NZC7,49654,0.25641026,Yes
304008,5.73457676,1.92930943620277e-07,0.17438079,0,2,11,false,0,uniprotkb:O54928,5,2,0,0,0.68436155,false,0,uniprotkb:O54928,224,0.8,No
304009,5.13988522,9.77597446109457e-05,0.19455687,0,8,10,false,0,uniprotkb:Q15370,4.5,8,0,2,0.72400765,false,0,uniprotkb:Q15370,24238,0.35,Yes
304010,4.73529412,0.000423717096006266,0.21118012,0,12,10,false,0,uniprotkb:Q15369,8.66666667,12,0,3,0.75098039,false,0,uniprotkb:Q15369,176196,0.18699187,No
304011,3.55069345,0.00571196223608807,0.28163513,0.13333333,18,9,false,0,uniprotkb:P50570,115.3,18,0,6,0.82995377,false,0,uniprotkb:P50570,1359380,0.14520202,No
304012,3.89765662,0.0039453539872718,0.25656442,0.08888889,21,9,false,0,uniprotkb:Q9Y5X1,15,20,0,5,0.80682289,false,1,uniprotkb:Q9Y5X1,341494,0.10984848,No
304013,4.85581062,0.000240411603100104,0.20593884,0,5,10,false,0,uniprotkb:P49257,5,5,0,1,0.74294596,false,0,uniprotkb:P49257,16024,0.33333333,Yes
304014,4.89693926,0.00034791644979098,0.20420919,0,2,10,false,0,uniprotkb:Q05193,5.5,2,0,0,0.74020405,false,0,uniprotkb:Q05193,29276,0.5,No
304015,5.88737446,0.00034791644979098,0.169855,0,2,11,false,10,uniprotkb:P07948,2,2,0,0,0.67417504,false,0,uniprotkb:P07948,71842,0.5,No
304016,6.88713534,0,0.14519825,0,1,12,false,10,uniprotkb:P14317,2,1,0,0,0.60752431,false,0,uniprotkb:P14317,0,0,No
304017,5.73935916,0,0.17423548,0,1,10,false,0,uniprotkb:Q9Z0R4-1,4,1,0,0,0.68404272,false,0,uniprotkb:Q9Z0R4-1,0,0,No
304018,4.73959828,0.000547865413780211,0.21098835,0.16666667,5,9,false,0,uniprotkb:Q07889,8.75,5,0,1,0.75069345,false,0,uniprotkb:Q07889,72594,0.29464286,No
304019,3.82831181,0.00468211968702189,0.26121174,0.01169591,48,9,false,0,uniprotkb:P31749,6.89473684,48,0,9,0.81144588,false,0,uniprotkb:P31749,483366,0.05992705,No
304020,4.2242946,0.000503666507611646,0.23672591,0,13,9,false,0,uniprotkb:O94875,48,13,0,2,0.78504703,false,0,uniprotkb:O94875,25598,0.33333333,Yes
304021,5.76207556,0.00034791644979098,0.17354857,0,20,11,false,0,uniprotkb:Q9UGK3,3.5,20,0,2,0.6825283,false,0,uniprotkb:Q9UGK3,54874,0.5,Yes
304022,4.76279292,0.00214918376488174,0.20996084,0,16,10,false,0,uniprotkb:P42229,6.16666667,16,0,2,0.74914714,false,0,uniprotkb:P42229,340156,0.17222222,No
304023,6.76183644,0,0.14788882,0,10,12,false,0,uniprotkb:P51692,2,10,0,1,0.61587757,false,0,uniprotkb:P51692,0,0,No
304024,2,4.16068464232217e-07,0.5,0,2,3,false,-1,uniprotkb:P29476,2,2,0,0,0.75,false,0,uniprotkb:P29476,10,0.5,No
304025,1.5,9.9856431415732e-07,0.66666667,0,3,2,false,-1,uniprotkb:P23634,2,3,0,0,0.875,false,0,uniprotkb:P23634,24,0.33333333,No
304026,1.5,0,0.66666667,0,1,2,false,-1,uniprotkb:O43424,2,1,0,0,0.75,false,0,uniprotkb:O43424,0,0,No
304027,1,8.32136928464434e-08,1,0,2,1,false,-1,uniprotkb:O88382,1,2,0,0,1,false,0,uniprotkb:O88382,2,0,No
304028,6.28359637,0,0.15914453,0,1,11,false,0,uniprotkb:Q8TB24,2,1,0,0,0.64776024,false,0,uniprotkb:Q8TB24,0,0,Yes
304029,5.28383549,0.00034791644979098,0.18925646,0,2,10,false,0,uniprotkb:O00499,2,2,0,0,0.71441097,false,0,uniprotkb:O00499,89514,0.5,No
304030,1.5,0,0.66666667,0,2,2,false,-1,uniprotkb:Q86UL8,2,2,0,1,0.75,false,0,uniprotkb:Q86UL8,0,0,No
304031,1,8.32136928464434e-08,1,0,3,1,false,-1,uniprotkb:P08588,1,3,0,1,1,false,0,uniprotkb:P08588,2,0,No
304032,3.76781444,0.00376363149700398,0.26540585,0.03030303,34,9,false,0,uniprotkb:P03129,10.31818182,34,0,6,0.81547904,false,0,uniprotkb:P03129,708782,0.05922865,No
304033,4.58417025,0.000389579532731927,0.21814199,0,5,10,false,1,uniprotkb:P11274,2.75,5,0,1,0.76105532,false,0,uniprotkb:P11274,160936,0.25,No
304034,4.45767575,0.000738699535682881,0.22433215,0,7,10,false,1,uniprotkb:Q00610,42.25,7,0,1,0.76948828,false,0,uniprotkb:Q00610,351400,0.25,No
304035,3.71688187,0.00120865950064134,0.26904272,0.16666667,4,9,false,1,uniprotkb:P53618,272.25,4,0,0,0.81887454,false,0,uniprotkb:P53618,501752,0.36574697,No
304036,5.58393113,0,0.1790853,0,2,11,false,1,uniprotkb:O96018,4,2,0,1,0.69440459,false,0,uniprotkb:O96018,0,0,No
304037,3.28813965,0.0121400253343843,0.30412334,0.02570922,50,9,false,0,uniprotkb:P08238,33.08333333,50,0,2,0.84745736,false,0,uniprotkb:P08238,2469874,0.03363558,No
304038,4.06049737,3.76159797543017e-05,0.24627525,0,2,10,false,0,uniprotkb:Q7L2H7,116.5,2,0,0,0.79596684,false,0,uniprotkb:Q7L2H7,30650,0.515625,No
304039,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:Q9HB07,48,1,0,0,0.78080663,false,0,uniprotkb:Q9HB07,0,0,No
304040,3.75753228,0.00014490292704549,0.26613211,0.33333333,5,9,false,0,uniprotkb:P46777,77.5,5,0,1,0.81616451,false,0,uniprotkb:P46777,37688,0.27589286,No
304041,3.92730751,7.29933610539232e-05,0.25462737,0.33333333,5,10,false,0,uniprotkb:P61247,128,5,0,1,0.80484617,false,0,uniprotkb:P61247,104410,0.3424933,No
304042,3.56169297,0.000995267885490211,0.28076536,0.14285714,8,8,false,0,uniprotkb:P62701,143.42857143,8,0,1,0.82922047,false,0,uniprotkb:P62701,769700,0.19324324,No
304043,3.69344811,0.00119007212090617,0.27074971,0.11111111,10,10,false,0,uniprotkb:P62753,88.66666667,10,0,1,0.82043679,false,0,uniprotkb:P62753,692630,0.1608986,No
304044,3.45361071,0.00173470279493326,0.28955203,0.19444444,9,9,false,0,uniprotkb:P05388,194.66666667,9,0,0,0.83642595,false,0,uniprotkb:P05388,2116214,0.17676768,No
304045,4.06049737,3.76159797543017e-05,0.24627525,0,2,10,false,0,uniprotkb:P08865,116.5,2,0,0,0.79596684,false,0,uniprotkb:P08865,30650,0.515625,No
304046,3.72812052,0.000134790872566621,0.26823167,0.33333333,3,9,false,0,uniprotkb:O15372,263.66666667,3,0,0,0.8181253,false,0,uniprotkb:O15372,264030,0.35827664,No
304047,3.73218556,0.000160677232319129,0.26793952,0.33333333,4,9,false,0,uniprotkb:P13639,80.75,4,0,0,0.8178543,false,0,uniprotkb:P13639,45832,0.27104377,No
304048,4.22118604,0.000290741076798323,0.23690024,0,2,10,false,0,uniprotkb:Q9NSE4,35,2,0,0,0.78525426,false,0,uniprotkb:Q9NSE4,65734,0.5,No
304049,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:P49588,48,1,0,0,0.78080663,false,0,uniprotkb:P49588,0,0,No
304050,4.17431851,0.000336505230428223,0.23956006,0.16666667,4,10,false,0,uniprotkb:P28074,34.75,4,0,0,0.78837877,false,0,uniprotkb:P28074,91558,0.29782609,No
304051,3.6456241,0.000195489861779956,0.27430146,0.4,5,9,false,1,uniprotkb:Q99460,240.4,5,0,0,0.82362506,false,0,uniprotkb:Q99460,238510,0.29900498,No
304052,4.15901483,0.000121545121972045,0.24044156,0,4,10,false,0,uniprotkb:P22314,25.5,4,0,0,0.78939901,false,0,uniprotkb:P22314,46968,0.29878049,No
304053,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:P12814,48,1,0,0,0.78080663,false,0,uniprotkb:P12814,0,0,No
304054,4.26781444,2.62734025937294e-05,0.23431197,0,2,10,false,0,uniprotkb:Q14980,30,2,0,0,0.7821457,false,0,uniprotkb:Q14980,7092,0.50877193,Yes
304055,3.64395026,0.00380326402278118,0.27442746,0.10714286,10,9,false,1,uniprotkb:Q13813,143.25,10,0,2,0.82373665,false,0,uniprotkb:Q13813,730218,0.18215198,No
304056,3.51626016,0.00276037336195895,0.28439306,0.2,7,8,false,0,uniprotkb:P35579,203.5,7,0,1,0.83224932,false,0,uniprotkb:P35579,1089840,0.24023669,Yes
304057,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:P06753,48,1,0,0,0.78080663,false,0,uniprotkb:P06753,0,0,No
304058,4.005978,4.4624878741567e-05,0.24962693,0,2,8,false,0,uniprotkb:P63261,60.5,2,0,0,0.79960147,false,0,uniprotkb:P63261,16860,0.51293103,No
304059,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:Q9NR45,48,1,0,0,0.78080663,false,0,uniprotkb:Q9NR45,0,0,Yes
304060,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:Q9Y617,48,1,0,0,0.78080663,false,0,uniprotkb:Q9Y617,0,0,No
304061,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:P11586,48,1,0,0,0.78080663,false,0,uniprotkb:P11586,0,0,Yes
304062,3.61525586,0.000200209038514239,0.2766056,0.5,4,9,false,1,uniprotkb:P49327,289,4,0,0,0.82564961,false,0,uniprotkb:P49327,124238,0.36320755,No
304063,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:P40925,48,1,0,0,0.78080663,false,0,uniprotkb:P40925,0,0,No
304064,4.24605452,1.90944487645422e-05,0.23551276,0,2,10,false,0,uniprotkb:P04075,29,2,0,0,0.78359637,false,0,uniprotkb:P04075,6860,0.50909091,No
304065,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:P00338,48,1,0,0,0.78080663,false,0,uniprotkb:P00338,0,0,No
304066,4.28790053,0,0.23321437,0,1,10,false,0,uniprotkb:P00558,48,1,0,0,0.78080663,false,0,uniprotkb:P00558,0,0,No
304067,3.68675275,0.00226922198608827,0.27124141,0.06666667,10,9,false,0,uniprotkb:P04406,64.6,10,0,0,0.82088315,false,0,uniprotkb:P04406,484120,0.1033871,No
304068,4.28646581,0.000491124819668721,0.23329242,0,4,10,false,0,uniprotkb:P14618,25,4,0,1,0.78090228,false,0,uniprotkb:P14618,54492,0.5,No
304069,3.61382114,0.00218456254837667,0.27671541,0.03571429,9,8,false,0,uniprotkb:O14980,64.125,9,0,1,0.82574526,false,0,uniprotkb:O14980,344014,0.12933673,No
304070,4.26637972,0.000765409137670453,0.23439076,0.33333333,8,10,false,0,uniprotkb:P04899,14.25,8,0,2,0.78224135,false,0,uniprotkb:P04899,104210,0.26923077,No
304071,3.48637016,0.000759294673627306,0.28683128,0.2,7,8,false,1,uniprotkb:P78527,217,7,0,1,0.83424199,false,0,uniprotkb:P78527,540204,0.24463277,No
304072,4.16044955,9.38059043830236e-05,0.24035864,0,4,10,false,0,uniprotkb:Q92598,49,4,0,1,0.78930336,false,0,uniprotkb:Q92598,29274,0.34042553,No
304073,3.39478718,0.00761572306701281,0.29456928,0.19444444,10,9,false,0,uniprotkb:P17987,164.44444444,10,0,1,0.84034752,false,0,uniprotkb:P17987,2968078,0.16222442,No
304074,3.40626495,0.0157725410582014,0.29357669,0.01298701,28,8,false,0,uniprotkb:P08107,42.95454545,28,0,5,0.83958234,false,0,uniprotkb:P08107,3013640,0.05137138,No
304075,3.21428571,0,0.31111111,0,2,4,false,17,uniprotkb:Q63226,3,2,0,1,0.44642857,false,0,uniprotkb:Q63226,0,0,No
304076,2.28571429,1.19272959746569e-06,0.4375,0,4,3,false,17,uniprotkb:Q63622,3,4,0,1,0.67857143,false,0,uniprotkb:Q63622,52,0.5,No
304077,5.25681492,0,0.19022926,0,2,10,false,0,uniprotkb:O12160,5,2,0,1,0.71621234,false,0,uniprotkb:O12160,0,0,No
304078,4.25705404,0.000887772718625989,0.23490423,0,7,9,false,0,uniprotkb:O00165,32.4,7,0,2,0.78286306,false,0,uniprotkb:O00165,412496,0.2,No
304079,3,6.24102696348325e-07,0.33333333,0,2,6,false,20,uniprotkb:Q9JLU4,3,2,0,0,0.8,false,0,uniprotkb:Q9JLU4,60,0.66666667,No
304080,3.08333333,2.6836415942978e-06,0.32432432,0,3,7,false,20,uniprotkb:P18654,2.33333333,3,0,0,0.79166667,false,0,uniprotkb:P18654,114,0.44444444,No
304081,3,1.87230808904498e-06,0.33333333,0,4,6,false,20,uniprotkb:Q9WV48,3,4,0,1,0.8,false,0,uniprotkb:Q9WV48,60,0.66666667,No
304082,3.5,2.24676970685397e-06,0.28571429,0.33333333,7,8,false,20,uniprotkb:P97879,2.66666667,7,0,1,0.75,false,0,uniprotkb:P97879,90,0.46666667,No
304083,6.49450024,0,0.15397644,0,3,11,false,0,uniprotkb:Q05738,3,3,0,1,0.63369998,false,0,uniprotkb:Q05738,0,0,No
304084,5.49473936,0.000695749685889113,0.18199225,0,7,10,false,0,uniprotkb:Q15599,3.33333333,7,0,2,0.70035071,false,0,uniprotkb:Q15599,80478,0.33333333,No
304085,6.49450024,0,0.15397644,0,1,11,false,0,uniprotkb:Q05066,3,1,0,0,0.63369998,false,0,uniprotkb:Q05066,0,0,No
304086,7.92132951,0,0.12624143,0,1,13,false,10,uniprotkb:P41047,2,1,0,0,0.53857803,false,0,uniprotkb:P41047,0,0,No
304087,6.92156863,0.00034791644979098,0.14447592,0,5,12,false,10,uniprotkb:P97814,1.5,5,0,1,0.60522876,false,0,uniprotkb:P97814,38286,0.5,No
304088,5.92228599,0.000695666472196266,0.16885372,0,6,11,false,10,uniprotkb:Q53ZZ1,3.5,6,0,2,0.6718476,false,0,uniprotkb:Q53ZZ1,76568,0.5,No
304089,4.92348159,0.0012981489519837,0.20310831,0,11,10,false,10,uniprotkb:O43586,7.8,11,0,3,0.73843456,false,0,uniprotkb:O43586,142706,0.2,No
304090,5.87685318,0.00034791644979098,0.17015909,0,3,11,false,0,uniprotkb:P23727,2.5,3,0,1,0.67487645,false,0,uniprotkb:P23727,44948,0.5,No
304091,6.87661406,0,0.1454204,0,2,12,false,0,uniprotkb:Q9UM73,2,2,0,1,0.60822573,false,0,uniprotkb:Q9UM73,0,0,Yes
304092,4.87757054,0.00119855603672565,0.2050201,0,10,10,false,0,uniprotkb:P04626,7.75,9,0,2,0.7414953,false,1,uniprotkb:P04626,148376,0.25,Yes
304093,1,0,1,0,2,1,false,-1,uniprotkb:O43291,1,2,0,1,1,false,0,uniprotkb:O43291,0,0,No
304094,1,0,1,0,2,1,false,-1,uniprotkb:P69616,1,2,0,1,1,false,0,uniprotkb:P69616,0,0,No
304095,3.78861789,0.00222425659179408,0.2639485,0.15555556,21,9,false,0,uniprotkb:Q9H2X6,29.5,21,0,6,0.81409214,false,0,uniprotkb:Q9H2X6,322018,0.11673307,No
304096,3.72453372,0.0030433094755274,0.26848998,0,10,9,false,0,uniprotkb:Q7Z6Z7,150.75,10,0,3,0.81836442,false,0,uniprotkb:Q7Z6Z7,410692,0.25210438,No
304097,4.36226686,0.00257748548386881,0.22923861,0.04444444,17,9,false,0,uniprotkb:Q07820,5,17,0,4,0.77584888,false,0,uniprotkb:Q07820,261482,0.11578947,No
304098,4.98469632,0.000805840059559463,0.20061403,0,8,10,false,0,uniprotkb:O43521,6.4,8,0,1,0.73435358,false,0,uniprotkb:O43521,97134,0.2,No
304099,4.43256815,0,0.22560285,0,1,10,false,1,uniprotkb:Q9QZW8,12,1,0,0,0.77116212,false,0,uniprotkb:Q9QZW8,0,0,No
304100,3.43280727,0.0026808123149924,0.29130677,0.06060606,18,9,false,1,uniprotkb:P11142,137.33333333,18,0,4,0.83781285,false,0,uniprotkb:P11142,1620528,0.1298229,No
304101,4.76757532,0,0.20975023,0,1,10,false,0,uniprotkb:Q96EY1-1,22,1,0,0,0.74882831,false,0,uniprotkb:Q96EY1-1,0,0,No
304102,1.5,0,0.66666667,0,2,2,false,-1,uniprotkb:Q12824-1,2,2,0,1,0.75,false,0,uniprotkb:Q12824-1,0,0,No
304103,1,8.32136928464434e-08,1,0,8,1,false,-1,uniprotkb:P06789,1,8,0,2,1,false,0,uniprotkb:P06789,2,0,No
304104,4.4844572,0.000173794604380536,0.22299243,0,6,10,false,0,uniprotkb:P06790,15.25,6,0,2,0.76770285,false,0,uniprotkb:P06790,31004,0.26886792,No
304105,4.19010043,0.00038679014656613,0.23865776,0,14,9,false,0,uniprotkb:Q92831,12.5,14,0,4,0.78732664,false,0,uniprotkb:Q92831,40090,0.1796875,No
304106,4.03706361,0.000783810131497812,0.24770479,0.06666667,6,9,false,0,uniprotkb:P05412,31.5,6,0,0,0.79752909,false,0,uniprotkb:P05412,192162,0.18244576,No
304107,3.93615495,0.000781755434531648,0.25405504,0,7,9,false,0,uniprotkb:P03120,33.4,7,0,1,0.80425634,false,0,uniprotkb:P03120,103100,0.20377358,No
304108,3.6444285,0.00214055488827038,0.27439144,0.01515152,24,9,false,0,uniprotkb:Q92547,37.33333333,21,0,4,0.82370477,false,3,uniprotkb:Q92547,411198,0.08628842,Yes
