SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,degree.layout,Eccentricity,IsSingleNode,Module_Color,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared.name,Stress,TopologicalCoefficient,SNP
264509,1,3.66588766553774e-06,1,0.02222222,10,10,1,false,-1,DIP-48830N|uniprotkb:Q7Z4H7,1.2,10,0,0,1,false,0,DIP-48830N|uniprotkb:Q7Z4H7,88,0.2,No
264510,1.9,0,0.52631579,0,1,1,2,false,-1,DIP-48833N|refseq:NP_057174|uniprotkb:Q9Y580,10,1,0,0,0.55,false,0,DIP-48833N|refseq:NP_057174|uniprotkb:Q9Y580,0,0,No
264511,5.63853622,1.59179761594936e-05,0.17735099,0.33333333,3,3,15,false,0,DIP-31454N|refseq:NP_112235|uniprotkb:Q71SY5,13,3,0,0,0.81445855,false,0,DIP-31454N|refseq:NP_112235|uniprotkb:Q71SY5,2368,0.55072464,No
264512,9.37615136,0.00133779905103499,0.10665357,0,6,5,19,false,1,DIP-33403N|uniprotkb:P13497,1.5,5,0,0,0.66495395,false,1,DIP-33403N|uniprotkb:P13497,243834,0.25,No
264513,10.37590241,0,0.09637716,0,1,1,20,false,1,DIP-48857N|uniprotkb:Q9H2X0,4,1,0,0,0.6249639,false,0,DIP-48857N|uniprotkb:Q9H2X0,0,0,No
264514,1.66666667,0,0.6,1,2,2,2,false,14,DIP-48789N|refseq:NP_002377|uniprotkb:Q01726,6,2,0,0,0.66666667,false,0,DIP-48789N|refseq:NP_002377|uniprotkb:Q01726,0,1,No
264515,5.04480956,0,0.19822354,0,1,1,15,false,0,DIP-48757N|uniprotkb:Q01826,41,1,0,0,0.83820762,false,0,DIP-48757N|uniprotkb:Q01826,0,0,No
264516,5.70948469,0,0.17514716,0,1,1,15,false,0,DIP-48738N|refseq:NP_034765|uniprotkb:P46099,15,1,0,0,0.81162061,false,0,DIP-48738N|refseq:NP_034765|uniprotkb:P46099,0,0,No
264517,7.16878267,0,0.1394937,0,1,1,17,false,0,DIP-48708N,5,1,0,0,0.75324869,false,0,DIP-48708N,0,0,No
264518,0,0,0,0,2,NA,0,true,-1,DIP-44121N|refseq:NP_110403|uniprotkb:Q9H171,0,1,0,0,92233720368.5478,false,1,DIP-44121N|refseq:NP_110403|uniprotkb:Q9H171,0,0,No
264519,6.14836943,0,0.16264475,1,2,2,16,false,0,DIP-48633N|uniprotkb:Q2VPK5,12.5,2,0,0,0.79406522,false,0,DIP-48633N|uniprotkb:Q2VPK5,0,0.54347826,No
264520,7.21234752,0,0.13865111,0,1,1,18,false,0,DIP-44185N|refseq:NP_001284|uniprotkb:P54105,3,1,0,0,0.7515061,false,0,DIP-44185N|refseq:NP_001284|uniprotkb:P54105,0,0,Yes
264521,6.67886482,0,0.14972604,0,1,1,17,false,3,DIP-48540N|uniprotkb:Q9R8E4,16,1,0,0,0.77284541,false,0,DIP-48540N|uniprotkb:Q9R8E4,0,0,No
264522,2.4,0,0.41666667,0,1,1,3,false,-1,DIP-1141N|refseq:NP_011869|uniprotkb:P87108,2,1,0,0,0.53333333,false,0,DIP-1141N|refseq:NP_011869|uniprotkb:P87108,0,0,Yes
264523,6.24072691,0,0.16023774,0,1,1,17,false,0,DIP-34061N|refseq:NP_945327|uniprotkb:Q8IXH7,30,1,0,0,0.79037092,false,0,DIP-34061N|refseq:NP_945327|uniprotkb:Q8IXH7,0,0,No
264524,8.14189694,0,0.1228215,0,1,1,18,false,6,DIP-48552N|refseq:NP_001087093|uniprotkb:Q6DFI7,3,1,0,0,0.71432412,false,0,DIP-48552N|refseq:NP_001087093|uniprotkb:Q6DFI7,0,0,No
264525,7.14214588,0.000334595565109081,0.14001394,0.33333333,3,3,17,false,6,DIP-48551N|refseq:NP_644815|uniprotkb:Q8NHZ8,8,3,0,0,0.75431416,false,0,DIP-48551N|refseq:NP_644815|uniprotkb:Q8NHZ8,58326,0.40350877,No
264526,6.47199403,0.00267443168326731,0.15451189,0,11,10,16,false,0,DIP-44941N|refseq:NP_000445|uniprotkb:P00441,1.11111111,10,0,0,0.78112024,false,1,DIP-44941N|refseq:NP_000445|uniprotkb:P00441,211944,0.11111111,No
264527,5.28080657,2.98605132310189e-05,0.18936501,0,2,2,15,false,0,DIP-48689N|refseq:NP_036698|uniprotkb:Q07120,14,2,0,0,0.82876774,false,0,DIP-48689N|refseq:NP_036698|uniprotkb:Q07120,2624,0.5,No
264528,6.56484939,0,0.15232642,0,1,1,16,false,1,DIP-29362N|uniprotkb:P32883,29,1,0,0,0.77740602,false,0,DIP-29362N|uniprotkb:P32883,0,0,No
264529,6.27931292,0,0.15925309,0,1,1,16,false,0,DIP-48688N,7,1,0,0,0.78882748,false,0,DIP-48688N,0,0,No
264530,7.31914364,0,0.13662801,0,1,1,17,false,0,DIP-48687N|uniprotkb:Q8N138,6,1,0,0,0.74723425,false,0,DIP-48687N|uniprotkb:Q8N138,0,0,No
264531,6.31939258,0.00167170031923772,0.15824306,0.26666667,6,6,16,false,0,DIP-45626N|refseq:NP_006406|uniprotkb:O15269,3.33333333,6,0,0,0.7872243,false,0,DIP-45626N|refseq:NP_006406|uniprotkb:O15269,112322,0.3,No
264532,5.39930296,0.00258617070110298,0.18520909,0.10606061,12,12,15,false,0,DIP-48685N|uniprotkb:Q9P2D1,4.91666667,12,0,0,0.82402788,false,0,DIP-48685N|uniprotkb:Q9P2D1,413298,0.13235294,No
264533,5.45929798,0,0.18317373,0,1,1,15,false,0,DIP-48683N|refseq:NP_446226|uniprotkb:Q9R083,11,1,0,0,0.82162808,false,0,DIP-48683N|refseq:NP_446226|uniprotkb:Q9R083,0,0,No
264534,0,0,0,0,2,NA,0,true,-1,DIP-48676N|uniprotkb:Q15605,0,1,0,0,92233720368.5478,false,1,DIP-48676N|uniprotkb:Q15605,0,0,No
264535,6.31167538,0.000250384293337666,0.15843654,0,2,2,16,false,0,DIP-36129N|refseq:NP_001316|uniprotkb:P33240,13.5,2,0,0,0.78753298,false,0,DIP-36129N|refseq:NP_001316|uniprotkb:P33240,204534,0.56818182,No
264536,5.31341797,0.00706471736972428,0.18820277,0.07359307,22,22,15,false,0,DIP-37884N|refseq:NP_078805|uniprotkb:Q6P1J9,5.95454545,22,0,0,0.82746328,false,0,DIP-37884N|refseq:NP_078805|uniprotkb:Q6P1J9,2243430,0.08402204,No
264537,6.31316903,0,0.15839905,0,1,1,16,false,0,DIP-48675N|uniprotkb:O95639,22,1,0,0,0.78747324,false,0,DIP-48675N|uniprotkb:O95639,0,0,No
264538,5.99302962,0.00267209884566196,0.16686051,0,2,2,16,false,0,DIP-48671N|refseq:NP_006395|uniprotkb:Q9UNN8,4,2,0,0,0.80027882,false,0,DIP-48671N|refseq:NP_006395|uniprotkb:Q9UNN8,224608,0.5,Yes
264539,5.97186955,0.00166605954065461,0.16745175,0,3,3,16,false,0,DIP-48670N|uniprotkb:Q14114,3.66666667,3,0,0,0.80112522,false,0,DIP-48670N|uniprotkb:Q14114,283812,0.38095238,No
264540,1.71428571,8.33156287622214e-07,0.58333333,0,2,2,2,false,-1,DIP-42791N|refseq:NP_002529|uniprotkb:Q16625,3.5,2,0,0,0.82142857,false,0,DIP-42791N|refseq:NP_002529|uniprotkb:Q16625,20,0.5,No
264541,3.14285714,0,0.31818182,0,1,1,4,false,-1,DIP-48669N|refseq:NP_001003195|uniprotkb:Q28269,2,1,0,0,0.46428571,false,0,DIP-48669N|refseq:NP_001003195|uniprotkb:Q28269,0,0,No
264542,2.28571429,4.99893772573328e-07,0.4375,0,2,2,3,false,-1,DIP-44588N|uniprotkb:P24723,1.5,2,0,0,0.67857143,false,0,DIP-44588N|uniprotkb:P24723,12,0.5,No
264543,7.54468509,0,0.13254364,0,1,1,17,false,5,DIP-48668N|refseq:NP_006792|uniprotkb:P24390,6,1,0,0,0.7382126,false,0,DIP-48668N|refseq:NP_006792|uniprotkb:P24390,0,0,No
264544,1.66666667,0,0.6,0,1,1,2,false,-1,DIP-48667N|uniprotkb:Q9IW12,3,1,0,0,0.66666667,false,0,DIP-48667N|uniprotkb:Q9IW12,0,0,No
264545,6.10331093,0.000334595565109081,0.16384549,0,2,2,16,false,0,DIP-38657N|uniprotkb:Q13418,7,2,0,0,0.79586756,false,0,DIP-38657N|uniprotkb:Q13418,39846,0.5,No
264546,7.10306199,0,0.14078435,0,1,1,17,false,0,DIP-40671N|refseq:NP_004978|uniprotkb:P48059,2,1,0,0,0.75587752,false,0,DIP-40671N|refseq:NP_004978|uniprotkb:P48059,0,0,No
264547,5.23101817,0,0.19116737,0,1,1,15,false,0,DIP-48662N|refseq:NP_612465|uniprotkb:Q8N1L9,18,1,0,0,0.83075927,false,0,DIP-48662N|refseq:NP_612465|uniprotkb:Q8N1L9,0,0,No
264548,5.99925317,0,0.16668741,0,1,1,16,false,0,DIP-48656N|refseq:NP_060105|uniprotkb:Q4FZB7,3,1,0,0,0.80002987,false,0,DIP-48656N|refseq:NP_060105|uniprotkb:Q4FZB7,0,0,No
264549,4.74159821,0.00107631369475804,0.21089935,0.1,5,5,14,false,0,DIP-48612N|refseq:NP_001030303|uniprotkb:Q6P5F9,23.4,5,0,0,0.85033607,false,0,DIP-48612N|refseq:NP_001030303|uniprotkb:Q6P5F9,239970,0.23265306,No
264550,7.50933532,0,0.13316758,1,2,2,17,false,0,DIP-32484N|uniprotkb:P52948,5.5,2,0,0,0.73962659,false,0,DIP-32484N|uniprotkb:P52948,0,0.61111111,No
264551,5.47996017,0.00102003012510911,0.18248308,0.39285714,8,8,14,false,0,DIP-48652N|refseq:NP_003360|uniprotkb:Q9P2Y5,7.25,8,0,0,0.82080159,false,0,DIP-48652N|refseq:NP_003360|uniprotkb:Q9P2Y5,114740,0.20714286,Yes
264552,5.84117501,8.03406488644086e-07,0.17119843,0.66666667,3,3,15,false,0,DIP-48651N|uniprotkb:Q6ZNE5,9.66666667,3,0,0,0.806353,false,0,DIP-48651N|uniprotkb:Q6ZNE5,106,0.40277778,Yes
264553,5.14911626,0.0144022322834923,0.19420808,0.004329,22,22,15,false,0,DIP-48631N|uniprotkb:Q9BTM9,2.54545455,22,0,0,0.83403535,false,0,DIP-48631N|uniprotkb:Q9BTM9,1511330,0.04812834,No
264554,1.5,0,0.66666667,0,1,1,2,false,-1,DIP-48628N|refseq:NP_003570|uniprotkb:Q92698,2,1,0,0,0.75,false,0,DIP-48628N|refseq:NP_003570|uniprotkb:Q92698,0,0,Yes
264555,1,8.33156287622214e-08,1,0,2,2,1,false,-1,DIP-48629N|uniprotkb:Q96AY2,1,2,0,0,1,false,0,DIP-48629N|uniprotkb:Q96AY2,2,0,No
264556,1.5,0,0.66666667,0,1,1,2,false,-1,DIP-48630N|refseq:NP_079404|uniprotkb:Q96NY9,2,1,0,0,0.75,false,0,DIP-48630N|refseq:NP_079404|uniprotkb:Q96NY9,0,0,No
264557,6.2691063,0,0.15951237,0,1,1,16,false,0,DIP-34895N|uniprotkb:Q92985,5,1,0,0,0.78923575,false,0,DIP-34895N|uniprotkb:Q92985,0,0,No
264558,1.5,0,0.66666667,0,1,1,2,false,-1,DIP-46924N|uniprotkb:Q9Y2Q3,2,1,0,0,0.75,false,0,DIP-46924N|uniprotkb:Q9Y2Q3,0,0,No
264559,1,8.33156287622214e-08,1,0,2,2,1,false,-1,DIP-44111N|uniprotkb:Q60994,1,2,0,0,1,false,0,DIP-44111N|uniprotkb:Q60994,2,0,No
264560,1.5,0,0.66666667,0,1,1,2,false,-1,DIP-48622N|refseq:NP_001121159|uniprotkb:Q96A54,2,1,0,0,0.75,false,0,DIP-48622N|refseq:NP_001121159|uniprotkb:Q96A54,0,0,No
264561,5.15633557,0.000107782406421696,0.19393618,0.1,5,5,15,false,0,DIP-48605N|refseq:NP_055107|uniprotkb:O95503,16.4,5,0,0,0.83374658,false,0,DIP-48605N|refseq:NP_055107|uniprotkb:O95503,42136,0.316,Yes
264562,5.15758028,6.47718561165136e-05,0.19388937,0,4,4,15,false,0,DIP-42042N|uniprotkb:O00257,18,4,0,0,0.83369679,false,0,DIP-42042N|uniprotkb:O00257,26642,0.37777778,No
264563,5.27757033,0.000405438098786022,0.18948113,0.03846154,15,14,15,false,0,DIP-40046N|uniprotkb:P84243,7.84615385,14,0,0,0.82889719,false,1,DIP-40046N|uniprotkb:P84243,100632,0.13006993,No
264564,5.34901668,0.000503572199908519,0.18695025,0.07272727,11,11,15,false,0,DIP-48606N|uniprotkb:Q71DI3,7.90909091,11,0,0,0.82603933,false,0,DIP-48606N|uniprotkb:Q71DI3,133448,0.15810277,No
264565,5.15758028,6.47718561165136e-05,0.19388937,0,4,4,15,false,0,DIP-48604N|refseq:NP_005180|uniprotkb:Q14781,18,4,0,0,0.83369679,false,0,DIP-48604N|refseq:NP_005180|uniprotkb:Q14781,26642,0.37777778,No
264566,1,0,1,0,1,1,1,false,-1,DIP-38150N|refseq:NP_002797|uniprotkb:P62333,1,1,0,0,1,false,0,DIP-38150N|refseq:NP_002797|uniprotkb:P62333,0,0,No
264567,1,0,1,0,1,1,1,false,-1,DIP-38203N|refseq:NP_055429|uniprotkb:Q14997,1,1,0,0,1,false,0,DIP-38203N|refseq:NP_055429|uniprotkb:Q14997,0,0,Yes
264568,6.63380632,0.000558844993370753,0.15074302,0,3,3,17,false,0,DIP-37654N|refseq:NP_006258|uniprotkb:P49792,6,3,0,0,0.77464775,false,0,DIP-37654N|refseq:NP_006258|uniprotkb:P49792,131696,0.33333333,No
264569,6.84416231,0,0.14610992,0,1,1,17,false,0,DIP-38185N|refseq:NP_005115|uniprotkb:P49790,4,1,0,0,0.76623351,false,0,DIP-38185N|refseq:NP_005115|uniprotkb:P49790,0,0,No
264570,6.9454817,0.000507885425649973,0.14397849,0.2,5,5,16,false,0,DIP-41063N|uniprotkb:P78406,5,5,0,0,0.76218073,false,0,DIP-41063N|uniprotkb:P78406,42198,0.26666667,No
264571,1,0,1,0,1,1,1,false,-1,DIP-48598N|refseq:NP_002241|uniprotkb:O15554,1,1,0,0,1,false,0,DIP-48598N|refseq:NP_002241|uniprotkb:O15554,0,0,No
264572,1,0,1,0,1,1,1,false,-1,DIP-48597N|uniprotkb:Q9NRX4,1,1,0,0,1,false,0,DIP-48597N|uniprotkb:Q9NRX4,0,0,No
264573,6.43166542,0.00100353674844096,0.15548072,0,4,4,16,false,0,DIP-46861N|uniprotkb:Q9NTG7,1.25,4,0,0,0.78273338,false,0,DIP-46861N|uniprotkb:Q9NTG7,126288,0.25,No
264574,7.43141648,0,0.13456385,0,1,1,17,false,0,DIP-38526N|refseq:NP_004993|uniprotkb:Q16795,4,1,0,0,0.74274334,false,0,DIP-38526N|refseq:NP_004993|uniprotkb:Q16795,0,0,No
264575,6.49240727,0.00100768773508944,0.15402607,0.3,5,5,17,false,0,DIP-31507N|refseq:NP_001001|uniprotkb:P62753,6.2,5,0,0,0.78030371,false,0,DIP-31507N|refseq:NP_001001|uniprotkb:P62753,110054,0.26363636,No
264576,7.49215833,0,0.13347289,0,1,1,18,false,0,DIP-48580N|uniprotkb:P0C6U8,5,1,0,0,0.74031367,false,0,DIP-48580N|uniprotkb:P0C6U8,0,0,No
264577,6.07219318,0,0.16468514,0,1,1,16,false,0,DIP-48570N|refseq:NP_073387|uniprotkb:Q9DHW0,30,1,0,0,0.79711227,false,0,DIP-48570N|refseq:NP_073387|uniprotkb:Q9DHW0,0,0,No
264578,5.66343042,0,0.17657143,0,1,1,16,false,0,DIP-44174N|uniprotkb:Q9UPQ9,23,1,0,0,0.81346278,false,0,DIP-44174N|uniprotkb:Q9UPQ9,0,0,No
264579,6.53198905,0.000357405290054731,0.15309272,0,3,3,17,false,0,DIP-46843N|uniprotkb:Q60809,9.66666667,3,0,0,0.77872044,false,0,DIP-46843N|uniprotkb:Q60809,44686,0.34666667,No
264580,7.5317401,0,0.13277144,0,1,1,18,false,0,DIP-41990N|refseq:NP_057356|uniprotkb:Q14106,3,1,0,0,0.7387304,false,0,DIP-41990N|refseq:NP_057356|uniprotkb:Q14106,0,0,No
264581,6.52750809,6.60752447247817e-06,0.15319782,0,2,2,16,false,0,DIP-35014N|refseq:NP_694818|uniprotkb:Q8CJG0,10,2,0,0,0.77889968,false,0,DIP-35014N|refseq:NP_694818|uniprotkb:Q8CJG0,474,0.52941176,No
264582,5.60692059,0.00589210469760173,0.17835102,0.08974359,13,13,16,false,0,DIP-48569N|uniprotkb:Q9HCJ0,5,13,0,0,0.81572318,false,0,DIP-48569N|uniprotkb:Q9HCJ0,734396,0.10554562,Yes
264583,5.66343042,0,0.17657143,0,1,1,16,false,0,DIP-48568N|uniprotkb:Q8BKI2,23,1,0,0,0.81346278,false,0,DIP-48568N|uniprotkb:Q8BKI2,0,0,No
264584,5.45780433,0.00058559249230337,0.18322386,0,5,4,14,false,0,DIP-35670N|refseq:NP_005517|uniprotkb:Q00613,10.33333333,4,0,0,0.82168783,false,1,DIP-35670N|refseq:NP_005517|uniprotkb:Q00613,93158,0.33333333,No
264585,5.40029873,0.000836283568649915,0.18517494,0,6,5,14,false,0,DIP-37781N|refseq:NP_002640|uniprotkb:P48736,7.25,5,0,0,0.82398805,false,1,DIP-37781N|refseq:NP_002640|uniprotkb:P48736,92920,0.25,No
264586,5.85461787,0,0.17080534,0,1,1,15,false,0,DIP-42310N|refseq:NP_055417|uniprotkb:Q99570,21,1,0,0,0.80581529,false,0,DIP-42310N|refseq:NP_055417|uniprotkb:Q99570,0,0,No
264587,5.05327359,0.00336596590724393,0.19789152,0.11111111,18,18,15,false,0,DIP-34476N|refseq:NP_115963|uniprotkb:Q9C005,6.72222222,18,0,0,0.83786906,false,0,DIP-34476N|refseq:NP_115963|uniprotkb:Q9C005,536414,0.09452736,No
264588,4.80184217,0,0.20825341,1,2,2,14,false,0,DIP-41786N|uniprotkb:Q6ZW49,48.5,2,0,0,0.84792631,false,0,DIP-41786N|uniprotkb:Q6ZW49,0,0.53888889,No
264589,5.62434653,0,0.17779843,0,1,1,15,false,0,DIP-48650N|uniprotkb:O14607,13,1,0,0,0.81502614,false,0,DIP-48650N|uniprotkb:O14607,0,0,No
264590,4.74383869,0.00116153524055556,0.21079975,0.8,5,5,14,false,0,DIP-48649N|uniprotkb:Q8NEZ4,29.2,5,0,0,0.85024645,false,0,DIP-48649N|uniprotkb:Q8NEZ4,477006,0.24537815,No
264591,5.05302465,0.00203504484889612,0.19790127,0.12820513,13,13,14,false,0,DIP-34598N|refseq:NP_055542|uniprotkb:Q9UMN6,8.23076923,13,0,0,0.83787901,false,0,DIP-34598N|refseq:NP_055542|uniprotkb:Q9UMN6,337244,0.12210012,No
264592,4.62459547,0.00268036545217565,0.21623513,0.25641026,13,13,14,false,0,DIP-30934N|refseq:NP_054790|uniprotkb:Q14686,15.69230769,13,0,0,0.85501618,false,0,DIP-30934N|refseq:NP_054790|uniprotkb:Q14686,392960,0.10376871,No
264593,4.30047299,0.00217795313855306,0.23253256,0.21428571,8,8,14,false,0,DIP-48627N|refseq:NP_056528|uniprotkb:Q7LG56,48.25,8,0,0,0.86798108,false,0,DIP-48627N|refseq:NP_056528|uniprotkb:Q7LG56,358482,0.14451952,No
264594,5.44261887,0.000688374510904329,0.18373508,0,3,3,14,false,0,DIP-36294N|refseq:NP_000675|uniprotkb:P08588,7,3,0,0,0.82229525,false,0,DIP-36294N|refseq:NP_000675|uniprotkb:P08588,136250,0.375,No
264595,4.82399801,0.00928063443751902,0.20729693,0.01818182,11,11,14,false,0,DIP-40089N|refseq:NP_004304|uniprotkb:P32121,10.54545455,11,0,0,0.84704008,false,0,DIP-40089N|refseq:NP_004304|uniprotkb:P32121,1448628,0.09925788,No
264596,5.93552402,0,0.16847712,1,2,2,14,false,0,DIP-48588N|refseq:NP_001083094|uniprotkb:Q6GN08,9.5,2,0,0,0.80257904,false,0,DIP-48588N|refseq:NP_001083094|uniprotkb:Q6GN08,0,0.67857143,No
264597,5.46850884,4.2961461883096e-06,0.18286521,0.66666667,3,3,15,false,0,DIP-48563N|refseq:NP_061119|uniprotkb:Q9P0M6,10,3,0,0,0.82125965,false,0,DIP-48563N|refseq:NP_061119|uniprotkb:Q9P0M6,1300,0.43478261,No
264598,6.24919094,0,0.16002071,0,1,1,16,false,0,DIP-44283N|uniprotkb:O75367,9,1,0,0,0.79003236,false,0,DIP-44283N|uniprotkb:O75367,0,0,No
264599,5.35250187,0.000419914906761001,0.18682852,0.33333333,9,9,15,false,0,DIP-38524N|refseq:NP_056170|uniprotkb:Q15022,8.66666667,9,0,0,0.82589993,false,0,DIP-38524N|refseq:NP_056170|uniprotkb:Q15022,137594,0.1969697,No
264600,5.01369181,0.000663379230380691,0.19945382,0.4,8,7,15,false,0,DIP-48550N|uniprotkb:Q6NZI2,10.33333333,7,0,0,0.83945233,false,1,DIP-48550N|uniprotkb:Q6NZI2,64994,0.20666667,No
264601,5.18073189,0,0.19302292,0,1,1,15,false,0,DIP-42379N|refseq:NP_061821|uniprotkb:Q9UJM3,27,1,0,0,0.83277072,false,0,DIP-42379N|refseq:NP_061821|uniprotkb:Q9UJM3,0,0,No
264602,6.32486931,0.000132929339228735,0.15810603,0.66666667,3,3,16,false,3,DIP-37566N|refseq:NP_005750|uniprotkb:Q9NYB9,15.66666667,3,0,0,0.78700523,false,0,DIP-37566N|refseq:NP_005750|uniprotkb:Q9NYB9,62450,0.43518519,No
264603,5.17600199,7.4349999569385e-05,0.19319931,0.5,5,5,15,false,0,DIP-33606N|uniprotkb:Q92878,12,5,0,0,0.83295992,false,0,DIP-33606N|uniprotkb:Q92878,18760,0.27906977,No
264604,6.21259647,0.000523156934056587,0.1609633,0,3,3,17,false,0,DIP-48507N|uniprotkb:Q86UQ8,5.33333333,3,0,0,0.79149614,false,0,DIP-48507N|uniprotkb:Q86UQ8,50132,0.33333333,No
264605,5.95444361,0,0.1679418,0,1,1,15,false,0,DIP-48549N,19,1,0,0,0.80182226,false,0,DIP-48549N,0,0,No
264606,5.95394573,6.7784820338186e-06,0.16795585,0,2,2,15,false,0,DIP-48548N,13,2,0,0,0.80184217,false,0,DIP-48548N,3004,0.66666667,No
264607,5.95394573,6.7784820338186e-06,0.16795585,0,2,2,15,false,0,DIP-40959N|refseq:NP_001166|uniprotkb:P52566,13,2,0,0,0.80184217,false,0,DIP-40959N|refseq:NP_001166|uniprotkb:P52566,3004,0.66666667,No
264608,5.95394573,6.7784820338186e-06,0.16795585,0,2,2,15,false,0,DIP-44649N|uniprotkb:P55212,13,2,0,0,0.80184217,false,0,DIP-44649N|uniprotkb:P55212,3004,0.66666667,No
264609,4.51107792,0.000104333597439284,0.22167651,0,2,2,14,false,0,DIP-37783N|refseq:NP_004350|uniprotkb:P49427,127,2,0,0,0.85955688,false,0,DIP-37783N|refseq:NP_004350|uniprotkb:P49427,35558,0.504,Yes
264610,5.31292009,0.000177026932135651,0.18822041,0.16666667,6,5,15,false,0,DIP-40825N|uniprotkb:P07814,2.75,5,0,0,0.8274832,false,1,DIP-40825N|uniprotkb:P07814,22650,0.32142857,No
264611,5.26089121,5.63021689365753e-06,0.19008186,0.33333333,3,3,15,false,0,DIP-48545N|refseq:NP_957905|uniprotkb:Q6TVJ2,24.66666667,3,0,0,0.82956435,false,0,DIP-48545N|refseq:NP_957905|uniprotkb:Q6TVJ2,3770,0.5177305,Yes
264612,5.26089121,5.63021689365753e-06,0.19008186,0.33333333,3,3,15,false,0,DIP-48544N|refseq:NP_957903|uniprotkb:Q6TVJ4,24.66666667,3,0,0,0.82956435,false,0,DIP-48544N|refseq:NP_957903|uniprotkb:Q6TVJ4,3770,0.5177305,No
264613,5.26089121,5.63021689365753e-06,0.19008186,0.33333333,3,3,15,false,0,DIP-48543N|refseq:NP_957900|uniprotkb:Q6TVJ7,24.66666667,3,0,0,0.82956435,false,0,DIP-48543N|refseq:NP_957900|uniprotkb:Q6TVJ7,3770,0.5177305,No
264614,5.26089121,5.63021689365753e-06,0.19008186,0.33333333,3,3,15,false,0,DIP-48542N|refseq:NP_957785|uniprotkb:Q6TVW2,24.66666667,3,0,0,0.82956435,false,0,DIP-48542N|refseq:NP_957785|uniprotkb:Q6TVW2,3770,0.5177305,No
264615,6.8210107,0,0.14660584,0,1,1,17,false,1,DIP-43965N|refseq:NP_034476|uniprotkb:Q03160,8,1,0,0,0.76715957,false,0,DIP-43965N|refseq:NP_034476|uniprotkb:Q03160,0,0,No
264616,5.93178989,0.00039721198060234,0.16858318,0,3,3,16,false,3,DIP-48541N|uniprotkb:Q6XW05,14.66666667,3,0,0,0.8027284,false,0,DIP-48541N|uniprotkb:Q6XW05,80876,0.40196078,No
264617,6.53273587,7.7125740813466e-05,0.15307522,0,2,2,17,false,3,DIP-45301N|uniprotkb:Q6XVY7,18.5,2,0,0,0.77869057,false,0,DIP-45301N|uniprotkb:Q6XVY7,40664,0.58333333,No
264618,2.5,0,0.4,0,1,1,4,false,-1,DIP-48538N|refseq:NP_066382|uniprotkb:O43323,2,1,0,0,0.625,false,0,DIP-48538N|refseq:NP_066382|uniprotkb:O43323,0,0,No
264619,1.5,3.33262515048885e-07,0.66666667,0,2,2,2,false,-1,DIP-48537N|refseq:NP_033196|uniprotkb:Q62226,2,2,0,0,0.875,false,0,DIP-48537N|refseq:NP_033196|uniprotkb:Q62226,8,0.5,No
264620,1.5,0,0.66666667,0,1,1,2,false,-1,DIP-48535N|uniprotkb:Q57236,2,1,0,0,0.75,false,0,DIP-48535N|uniprotkb:Q57236,0,0,No
264621,1,8.33156287622214e-08,1,0,2,2,1,false,-1,DIP-39072N|uniprotkb:P63027,1,2,0,0,1,false,0,DIP-39072N|uniprotkb:P63027,2,0,No
264622,5.48643266,0.000759563680068458,0.1822678,0,5,4,15,false,0,DIP-48532N|refseq:NP_057163|uniprotkb:Q9Y3E7,3.66666667,4,0,0,0.82054269,false,1,DIP-48532N|refseq:NP_057163|uniprotkb:Q9Y3E7,145504,0.44444444,No
264623,6.48618372,0,0.15417386,0,1,1,16,false,0,DIP-48533N|refseq:NP_055268|uniprotkb:O43633,3,1,0,0,0.78055265,false,0,DIP-48533N|refseq:NP_055268|uniprotkb:O43633,0,0,No
264624,5.48593478,0.000989602020151471,0.18228434,0,6,5,15,false,0,DIP-48534N|refseq:NP_065145|uniprotkb:Q7LBR1,3.5,5,0,0,0.82056261,false,1,DIP-48534N|refseq:NP_065145|uniprotkb:Q7LBR1,196166,0.41666667,Yes
264625,6.48568584,0,0.1541857,0,3,2,16,false,0,DIP-42546N|refseq:NP_055576|uniprotkb:P53990,4,2,0,0,0.78057257,false,1,DIP-42546N|refseq:NP_055576|uniprotkb:P53990,0,0,No
264626,5.68782674,0,0.17581408,0,1,1,16,false,0,DIP-48530N|refseq:NP_197821|uniprotkb:Q9FNE9,28,1,0,0,0.81248693,false,0,DIP-48530N|refseq:NP_197821|uniprotkb:Q9FNE9,0,0,No
264627,5.68782674,0,0.17581408,0,1,1,16,false,0,DIP-48529N|refseq:NP_001078559|uniprotkb:Q1AJM5,28,1,0,0,0.81248693,false,0,DIP-48529N|refseq:NP_001078559|uniprotkb:Q1AJM5,0,0,Yes
264628,7.9051531,0,0.12649976,1,2,2,18,false,0,DIP-31146N|uniprotkb:Q9H1J1,4.5,2,0,0,0.72379388,false,0,DIP-31146N|uniprotkb:Q9H1J1,0,0.75,No
264629,4.96016928,0.0022112126892662,0.20160602,0,7,7,14,false,0,DIP-29742N|uniprotkb:P62991,10.14285714,7,0,0,0.84159323,false,0,DIP-29742N|uniprotkb:P62991,350988,0.1498829,No
